trial_id,session_id,block_id,session_trial_idx,char_rep,label,go_onset_bin,delay_onset_bin,T,n_channels,had_global_std
136,t5.2019.05.08,7,141,4,h,53701,53485,100,192,True
137,t5.2019.05.08,7,142,4,s,54044,53802,100,192,True
138,t5.2019.05.08,7,143,4,q,54382,54146,100,192,True
139,t5.2019.05.08,7,144,4,c,54739,54483,100,192,True
140,t5.2019.05.08,7,145,4,g,55136,54840,100,192,True
141,t5.2019.05.08,7,146,4,y,55524,55238,100,192,True
142,t5.2019.05.08,7,147,4,apostrophe,55901,55625,100,192,True
143,t5.2019.05.08,7,148,4,d,56242,56002,100,192,True
144,t5.2019.05.08,7,149,4,i,56614,56344,100,192,True
145,t5.2019.05.08,7,150,4,l,56925,56715,100,192,True
146,t5.2019.05.08,7,151,4,x,57274,57026,100,192,True
147,t5.2019.05.08,7,152,4,z,57627,57375,100,192,True
148,t5.2019.05.08,7,153,4,b,57935,57729,100,192,True
149,t5.2019.05.08,7,154,4,comma,58254,58036,100,192,True
150,t5.2019.05.08,7,155,4,n,58607,58355,100,192,True
151,t5.2019.05.08,7,156,4,t,59001,58709,100,192,True
152,t5.2019.05.08,7,157,4,a,59302,59102,100,192,True
153,t5.2019.05.08,7,158,4,p,59683,59403,100,192,True
154,t5.2019.05.08,7,159,4,questionMark,60061,59785,100,192,True
155,t5.2019.05.08,7,160,5,p,60374,60162,100,192,True
156,t5.2019.05.08,7,161,5,a,60767,60475,100,192,True
157,t5.2019.05.08,7,162,5,questionMark,61132,60868,100,192,True
158,t5.2019.05.08,7,163,5,comma,61508,61234,100,192,True
159,t5.2019.05.08,7,164,5,o,61851,61609,100,192,True
160,t5.2019.05.08,7,165,5,r,62186,61952,100,192,True
161,t5.2019.05.08,7,166,5,greaterThan,62498,62288,100,192,True
162,t5.2019.05.08,7,167,5,v,62813,62599,100,192,True
163,t5.2019.05.08,7,168,5,c,63194,62914,100,192,True
164,t5.2019.05.08,7,169,5,f,63578,63296,100,192,True
165,t5.2019.05.08,7,170,5,n,63901,63679,100,192,True
166,t5.2019.05.08,7,171,5,x,64264,64002,100,192,True
167,t5.2019.05.08,7,172,5,z,64639,64365,100,192,True
168,t5.2019.05.08,7,173,5,i,65019,64741,100,192,True
169,t5.2019.05.08,7,175,5,q,65715,65493,100,192,True
170,t5.2019.05.08,7,176,5,apostrophe,66103,65817,100,192,True
171,t5.2019.05.08,7,177,5,d,66496,66204,100,192,True
172,t5.2019.05.08,7,178,5,w,66881,66597,100,192,True
173,t5.2019.05.08,7,179,5,g,67195,66983,100,192,True
174,t5.2019.05.08,7,180,5,y,67582,67296,100,192,True
175,t5.2019.05.08,7,181,5,s,67943,67683,100,192,True
176,t5.2019.05.08,7,182,5,u,68286,68044,100,192,True
177,t5.2019.05.08,7,183,5,k,68654,68388,100,192,True
178,t5.2019.05.08,7,184,5,m,68993,68755,100,192,True
179,t5.2019.05.08,7,185,5,j,69334,69094,100,192,True
180,t5.2019.05.08,7,186,5,tilde,69654,69436,100,192,True
181,t5.2019.05.08,7,187,5,t,69987,69755,100,192,True
182,t5.2019.05.08,7,188,5,l,70350,70088,100,192,True
183,t5.2019.05.08,7,189,5,b,70692,70452,100,192,True
184,t5.2019.05.08,7,190,5,e,71025,70793,100,192,True
185,t5.2019.05.08,7,191,5,h,71376,71126,100,192,True
186,t5.2019.05.08,9,192,6,i,74481,74275,100,192,True
187,t5.2019.05.08,9,193,6,tilde,74838,74582,100,192,True
188,t5.2019.05.08,9,194,6,b,75195,74939,100,192,True
189,t5.2019.05.08,9,195,6,o,75536,75296,100,192,True
190,t5.2019.05.08,9,196,6,x,75892,75638,100,192,True
191,t5.2019.05.08,9,197,6,t,76267,75993,100,192,True
192,t5.2019.05.08,9,198,6,j,76614,76368,100,192,True
193,t5.2019.05.08,9,199,6,c,76960,76716,100,192,True
194,t5.2019.05.08,9,200,6,z,77287,77061,100,192,True
195,t5.2019.05.08,9,201,6,a,77636,77388,100,192,True
196,t5.2019.05.08,9,202,6,u,78010,77738,100,192,True
197,t5.2019.05.08,9,203,6,apostrophe,78365,78111,100,192,True
198,t5.2019.05.08,9,204,6,m,78764,78466,100,192,True
199,t5.2019.05.08,9,205,6,questionMark,79153,78865,100,192,True
200,t5.2019.05.08,9,206,6,comma,79475,79255,100,192,True
201,t5.2019.05.08,9,207,6,r,79858,79576,100,192,True
202,t5.2019.05.08,9,208,6,y,80255,79959,100,192,True
203,t5.2019.05.08,9,209,6,f,80601,80357,100,192,True
204,t5.2019.05.08,9,210,6,n,80998,80702,100,192,True
205,t5.2019.05.08,9,211,6,w,81393,81099,100,192,True
206,t5.2019.05.08,9,212,6,p,81709,81495,100,192,True
207,t5.2019.05.08,9,213,6,d,82066,81810,100,192,True
208,t5.2019.05.08,9,214,6,l,82397,82167,100,192,True
209,t5.2019.05.08,9,215,6,g,82754,82498,100,192,True
210,t5.2019.05.08,9,216,6,e,83080,82856,100,192,True
211,t5.2019.05.08,9,217,6,s,83445,83181,100,192,True
212,t5.2019.05.08,9,218,6,h,83762,83546,100,192,True
213,t5.2019.05.08,9,219,6,q,84092,83864,100,192,True
214,t5.2019.05.08,9,221,6,v,84840,84556,100,192,True
215,t5.2019.05.08,9,222,6,k,85176,84942,100,192,True
216,t5.2019.05.08,9,223,6,greaterThan,85521,85277,100,192,True
217,t5.2019.05.08,9,225,7,q,86165,85941,100,192,True
218,t5.2019.05.08,9,226,7,u,86503,86267,100,192,True
219,t5.2019.05.08,9,227,7,x,86866,86604,100,192,True
220,t5.2019.05.08,9,228,7,y,87227,86967,100,192,True
221,t5.2019.05.08,9,229,7,c,87589,87329,100,192,True
222,t5.2019.05.08,9,230,7,questionMark,87932,87690,100,192,True
223,t5.2019.05.08,9,231,7,p,88249,88033,100,192,True
224,t5.2019.05.08,9,232,7,n,88577,88351,100,192,True
225,t5.2019.05.08,9,233,7,g,88918,88678,100,192,True
226,t5.2019.05.08,9,234,7,t,89269,89019,100,192,True
227,t5.2019.05.08,9,235,7,greaterThan,89610,89370,100,192,True
228,t5.2019.05.08,9,236,7,m,89980,89712,100,192,True
229,t5.2019.05.08,9,237,7,i,90355,90081,100,192,True
230,t5.2019.05.08,9,238,7,j,90682,90456,100,192,True
231,t5.2019.05.08,9,239,7,s,91056,90784,100,192,True
232,t5.2019.05.08,9,240,7,o,91413,91157,100,192,True
233,t5.2019.05.08,9,241,7,comma,91786,91514,100,192,True
234,t5.2019.05.08,9,242,7,f,92102,91888,100,192,True
235,t5.2019.05.08,9,243,7,v,92415,92203,100,192,True
236,t5.2019.05.08,9,244,7,d,92720,92516,100,192,True
237,t5.2019.05.08,9,245,7,e,93097,92821,100,192,True
238,t5.2019.05.08,9,246,7,z,93413,93199,100,192,True
239,t5.2019.05.08,9,247,7,tilde,93716,93514,100,192,True
240,t5.2019.05.08,9,248,7,apostrophe,94071,93817,100,192,True
241,t5.2019.05.08,9,249,7,h,94433,94173,100,192,True
242,t5.2019.05.08,9,250,7,b,94752,94534,100,192,True
243,t5.2019.05.08,9,251,7,w,95093,94853,100,192,True
244,t5.2019.05.08,9,252,7,a,95399,95195,100,192,True
245,t5.2019.05.08,9,253,7,r,95706,95500,100,192,True
246,t5.2019.05.08,9,254,7,k,96033,95807,100,192,True
247,t5.2019.05.08,9,255,7,l,96366,96134,100,192,True
248,t5.2019.05.08,9,256,8,x,96768,96468,100,192,True
249,t5.2019.05.08,9,257,8,k,97141,96869,100,192,True
250,t5.2019.05.08,9,258,8,c,97478,97242,100,192,True
251,t5.2019.05.08,9,259,8,m,97874,97580,100,192,True
252,t5.2019.05.08,9,260,8,p,98193,97975,100,192,True
253,t5.2019.05.08,9,261,8,b,98508,98294,100,192,True
254,t5.2019.05.08,9,262,8,s,98860,98610,100,192,True
255,t5.2019.05.08,9,263,8,w,99165,98961,100,192,True
256,t5.2019.05.08,9,264,8,a,99468,99266,100,192,True
257,t5.2019.05.08,9,265,8,questionMark,99791,99569,100,192,True
258,t5.2019.05.08,9,266,8,f,100183,99893,100,192,True
259,t5.2019.05.08,9,267,8,y,100502,100284,100,192,True
260,t5.2019.05.08,9,268,8,greaterThan,100845,100603,100,192,True
261,t5.2019.05.08,9,269,8,o,101223,100947,100,192,True
262,t5.2019.05.08,9,270,8,comma,101618,101324,100,192,True
263,t5.2019.05.08,9,271,8,h,101973,101719,100,192,True
264,t5.2019.05.08,9,272,8,g,102363,102075,100,192,True
265,t5.2019.05.08,9,273,8,apostrophe,102702,102464,100,192,True
266,t5.2019.05.08,9,274,8,t,103085,102803,100,192,True
267,t5.2019.05.08,9,275,8,z,103478,103186,100,192,True
268,t5.2019.05.08,9,276,8,tilde,103840,103580,100,192,True
269,t5.2019.05.08,9,277,8,d,104153,103941,100,192,True
270,t5.2019.05.08,9,278,8,q,104484,104254,100,192,True
271,t5.2019.05.08,9,279,8,j,104814,104586,100,192,True
272,t5.2019.05.08,9,280,8,i,105143,104915,100,192,True
273,t5.2019.05.08,9,282,8,v,105872,105590,100,192,True
274,t5.2019.05.08,9,283,8,l,106221,105973,100,192,True
275,t5.2019.05.08,9,284,8,r,106546,106322,100,192,True
276,t5.2019.05.08,9,285,8,e,106909,106647,100,192,True
277,t5.2019.05.08,9,286,8,u,107211,107011,100,192,True
278,t5.2019.05.08,9,287,8,n,107516,107312,100,192,True
279,t5.2019.05.08,11,288,9,o,110717,110451,100,192,True
280,t5.2019.05.08,11,289,9,v,111085,110819,100,192,True
281,t5.2019.05.08,11,290,9,e,111454,111186,100,192,True
282,t5.2019.05.08,11,291,9,g,111831,111555,100,192,True
283,t5.2019.05.08,11,292,9,s,112143,111933,100,192,True
284,t5.2019.05.08,11,294,9,comma,112829,112615,100,192,True
285,t5.2019.05.08,11,295,9,q,113160,112930,100,192,True
286,t5.2019.05.08,11,296,9,y,113504,113262,100,192,True
287,t5.2019.05.08,11,297,9,i,113817,113605,100,192,True
288,t5.2019.05.08,11,298,9,n,114198,113918,100,192,True
289,t5.2019.05.08,11,299,9,h,114558,114300,100,192,True
290,t5.2019.05.08,11,300,9,j,114889,114659,100,192,True
291,t5.2019.05.08,11,301,9,a,115194,114990,100,192,True
292,t5.2019.05.08,11,302,9,tilde,115526,115296,100,192,True
293,t5.2019.05.08,11,303,9,w,115837,115627,100,192,True
294,t5.2019.05.08,11,304,9,m,116230,115938,100,192,True
295,t5.2019.05.08,11,305,9,t,116557,116331,100,192,True
296,t5.2019.05.08,11,306,9,l,116955,116659,100,192,True
297,t5.2019.05.08,11,307,9,x,117336,117056,100,192,True
298,t5.2019.05.08,11,308,9,d,117647,117437,100,192,True
299,t5.2019.05.08,11,309,9,r,118019,117749,100,192,True
300,t5.2019.05.08,11,310,9,z,118348,118120,100,192,True
301,t5.2019.05.08,11,311,9,p,118723,118449,100,192,True
302,t5.2019.05.08,11,312,9,questionMark,119047,118825,100,192,True
303,t5.2019.05.08,11,313,9,f,119400,119148,100,192,True
304,t5.2019.05.08,11,314,9,greaterThan,119781,119501,100,192,True
305,t5.2019.05.08,11,315,9,u,120172,119882,100,192,True
306,t5.2019.05.08,11,316,9,b,120570,120274,100,192,True
307,t5.2019.05.08,11,317,9,apostrophe,120883,120671,100,192,True
308,t5.2019.05.08,11,318,9,k,121190,120984,100,192,True
309,t5.2019.05.08,11,319,9,c,121522,121292,100,192,True
310,t5.2019.05.08,11,320,10,h,121835,121623,100,192,True
311,t5.2019.05.08,11,321,10,r,122188,121936,100,192,True
312,t5.2019.05.08,11,322,10,x,122568,122290,100,192,True
313,t5.2019.05.08,11,323,10,questionMark,122873,122669,100,192,True
314,t5.2019.05.08,11,324,10,tilde,123228,122974,100,192,True
315,t5.2019.05.08,11,325,10,a,123565,123329,100,192,True
316,t5.2019.05.08,11,326,10,j,123957,123667,100,192,True
317,t5.2019.05.08,11,327,10,v,124306,124058,100,192,True
318,t5.2019.05.08,11,328,10,greaterThan,124623,124407,100,192,True
319,t5.2019.05.08,11,329,10,z,124997,124725,100,192,True
320,t5.2019.05.08,11,330,10,u,125318,125098,100,192,True
321,t5.2019.05.08,11,331,10,s,125629,125419,100,192,True
322,t5.2019.05.08,11,332,10,n,125973,125731,100,192,True
323,t5.2019.05.08,11,333,10,b,126312,126074,100,192,True
324,t5.2019.05.08,11,334,10,m,126683,126413,100,192,True
325,t5.2019.05.08,11,335,10,w,127000,126784,100,192,True
326,t5.2019.05.08,11,336,10,q,127306,127102,100,192,True
327,t5.2019.05.08,11,337,10,e,127621,127407,100,192,True
328,t5.2019.05.08,11,338,10,comma,127972,127722,100,192,True
329,t5.2019.05.08,11,339,10,f,128342,128074,100,192,True
330,t5.2019.05.08,11,340,10,p,128739,128443,100,192,True
331,t5.2019.05.08,11,341,10,c,129108,128840,100,192,True
332,t5.2019.05.08,11,342,10,apostrophe,129422,129210,100,192,True
333,t5.2019.05.08,11,343,10,g,129729,129523,100,192,True
334,t5.2019.05.08,11,344,10,k,130048,129830,100,192,True
335,t5.2019.05.08,11,345,10,t,130401,130149,100,192,True
336,t5.2019.05.08,11,346,10,l,130775,130503,100,192,True
337,t5.2019.05.08,11,347,10,i,131134,130876,100,192,True
338,t5.2019.05.08,11,348,10,d,131515,131235,100,192,True
339,t5.2019.05.08,11,349,10,o,131851,131617,100,192,True
340,t5.2019.05.08,11,351,10,y,132499,132263,100,192,True
341,t5.2019.05.08,11,352,11,h,132803,132601,100,192,True
342,t5.2019.05.08,11,353,11,n,133136,132904,100,192,True
343,t5.2019.05.08,11,354,11,greaterThan,133529,133237,100,192,True
344,t5.2019.05.08,11,355,11,v,133900,133630,100,192,True
345,t5.2019.05.08,11,356,11,z,134220,134002,100,192,True
346,t5.2019.05.08,11,357,11,e,134619,134321,100,192,True
347,t5.2019.05.08,11,358,11,x,134942,134720,100,192,True
348,t5.2019.05.08,11,359,11,w,135264,135044,100,192,True
349,t5.2019.05.08,11,360,11,b,135571,135365,100,192,True
350,t5.2019.05.08,11,361,11,j,135898,135672,100,192,True
351,t5.2019.05.08,11,362,11,y,136252,136000,100,192,True
352,t5.2019.05.08,11,364,11,u,136954,136672,100,192,True
353,t5.2019.05.08,11,365,11,d,137335,137055,100,192,True
354,t5.2019.05.08,11,366,11,o,137661,137437,100,192,True
355,t5.2019.05.08,11,367,11,apostrophe,138034,137762,100,192,True
356,t5.2019.05.08,11,368,11,comma,138353,138135,100,192,True
357,t5.2019.05.08,11,369,11,r,138731,138455,100,192,True
358,t5.2019.05.08,11,370,11,q,139066,138832,100,192,True
359,t5.2019.05.08,11,371,11,a,139413,139167,100,192,True
360,t5.2019.05.08,11,372,11,questionMark,139783,139515,100,192,True
361,t5.2019.05.08,11,373,11,m,140094,139884,100,192,True
362,t5.2019.05.08,11,374,11,g,140397,140195,100,192,True
363,t5.2019.05.08,11,375,11,f,140706,140498,100,192,True
364,t5.2019.05.08,11,376,11,tilde,141026,140808,100,192,True
365,t5.2019.05.08,11,377,11,l,141327,141127,100,192,True
366,t5.2019.05.08,11,378,11,k,141674,141428,100,192,True
367,t5.2019.05.08,11,379,11,t,142058,141776,100,192,True
368,t5.2019.05.08,11,380,11,i,142377,142159,100,192,True
369,t5.2019.05.08,11,381,11,s,142716,142478,100,192,True
370,t5.2019.05.08,11,382,11,c,143040,142818,100,192,True
371,t5.2019.05.08,11,383,11,p,143413,143141,100,192,True
372,t5.2019.05.08,13,384,12,j,150051,149783,100,192,True
373,t5.2019.05.08,13,386,12,v,150674,150464,100,192,True
374,t5.2019.05.08,13,387,12,x,151039,150775,100,192,True
375,t5.2019.05.08,13,388,12,apostrophe,151430,151140,100,192,True
376,t5.2019.05.08,13,389,12,k,151808,151532,100,192,True
377,t5.2019.05.08,13,390,12,y,152145,151909,100,192,True
378,t5.2019.05.08,13,391,12,b,152524,152246,100,192,True
379,t5.2019.05.08,13,392,12,o,152902,152626,100,192,True
380,t5.2019.05.08,13,393,12,d,153237,153003,100,192,True
381,t5.2019.05.08,13,394,12,h,153546,153338,100,192,True
382,t5.2019.05.08,13,395,12,p,153855,153647,100,192,True
383,t5.2019.05.08,13,396,12,i,154249,153957,100,192,True
384,t5.2019.05.08,13,397,12,s,154554,154350,100,192,True
385,t5.2019.05.08,13,398,12,e,154931,154655,100,192,True
386,t5.2019.05.08,13,399,12,u,155253,155033,100,192,True
387,t5.2019.05.08,13,400,12,a,155598,155354,100,192,True
388,t5.2019.05.08,13,401,12,g,155929,155699,100,192,True
389,t5.2019.05.08,13,402,12,n,156239,156031,100,192,True
390,t5.2019.05.08,13,403,12,t,156608,156340,100,192,True
391,t5.2019.05.08,13,404,12,m,157005,156709,100,192,True
392,t5.2019.05.08,13,405,12,w,157330,157106,100,192,True
393,t5.2019.05.08,13,406,12,greaterThan,157686,157432,100,192,True
394,t5.2019.05.08,13,407,12,q,158057,157787,100,192,True
395,t5.2019.05.08,13,408,12,l,158440,158158,100,192,True
396,t5.2019.05.08,13,409,12,f,158790,158542,100,192,True
397,t5.2019.05.08,13,410,12,tilde,159147,158891,100,192,True
398,t5.2019.05.08,13,411,12,comma,159514,159248,100,192,True
399,t5.2019.05.08,13,412,12,c,159824,159616,100,192,True
400,t5.2019.05.08,13,413,12,z,160187,159925,100,192,True
401,t5.2019.05.08,13,414,12,r,160570,160288,100,192,True
402,t5.2019.05.08,13,415,12,questionMark,160919,160671,100,192,True
403,t5.2019.05.08,13,416,13,r,161307,161021,100,192,True
404,t5.2019.05.08,13,417,13,l,161624,161408,100,192,True
405,t5.2019.05.08,13,418,13,i,161999,161725,100,192,True
406,t5.2019.05.08,13,419,13,b,162373,162101,100,192,True
407,t5.2019.05.08,13,420,13,e,162762,162474,100,192,True
408,t5.2019.05.08,13,421,13,c,163089,162863,100,192,True
409,t5.2019.05.08,13,422,13,h,163485,163191,100,192,True
410,t5.2019.05.08,13,423,13,u,163864,163586,100,192,True
411,t5.2019.05.08,13,424,13,p,164169,163965,100,192,True
412,t5.2019.05.08,13,425,13,q,164544,164270,100,192,True
413,t5.2019.05.08,13,426,13,d,164898,164646,100,192,True
414,t5.2019.05.08,13,427,13,m,165285,164999,100,192,True
415,t5.2019.05.08,13,428,13,n,165628,165386,100,192,True
416,t5.2019.05.08,13,429,13,apostrophe,165952,165730,100,192,True
417,t5.2019.05.08,13,430,13,s,166333,166053,100,192,True
418,t5.2019.05.08,13,431,13,t,166666,166434,100,192,True
419,t5.2019.05.08,13,432,13,k,167064,166768,100,192,True
420,t5.2019.05.08,13,433,13,f,167407,167165,100,192,True
421,t5.2019.05.08,13,434,13,y,167800,167508,100,192,True
422,t5.2019.05.08,13,435,13,a,168131,167901,100,192,True
423,t5.2019.05.08,13,436,13,w,168479,168233,100,192,True
424,t5.2019.05.08,13,437,13,g,168792,168580,100,192,True
425,t5.2019.05.08,13,438,13,greaterThan,169137,168893,100,192,True
426,t5.2019.05.08,13,439,13,comma,169517,169239,100,192,True
